iter	Logloss
0	0.6457109418
1	0.582465938
2	0.5388421375
3	0.4954218002
4	0.4628425813
5	0.4258690968
6	0.394452732
7	0.3670684179
8	0.3402384649
9	0.3215516624
10	0.2966748374
11	0.2737436749
12	0.252336839
13	0.2305879042
14	0.2147835212
15	0.1969785208
16	0.1831722335
17	0.1694364526
18	0.1615425667
19	0.1518344847
20	0.1425354015
21	0.1333991574
22	0.1251509064
23	0.1171838854
24	0.1105571738
25	0.1044476536
26	0.09975996717
27	0.0957542665
28	0.09123621198
29	0.08677792389
30	0.08333756453
31	0.0797696278
32	0.07614450799
33	0.07372039558
34	0.07076399207
35	0.06822549458
36	0.06580021712
37	0.06372505063
38	0.06158127086
39	0.05961595458
40	0.05785050112
41	0.05678111436
42	0.05522677001
43	0.05407544673
44	0.0525607003
45	0.05142486668
46	0.05028596521
47	0.04936134907
48	0.04834205657
49	0.04700143102
50	0.04596333944
51	0.04516860586
52	0.04422640354
53	0.04340863436
54	0.0425293213
55	0.04185394085
56	0.04105948563
57	0.04053291845
58	0.04018026231
59	0.03955878127
60	0.03893717007
61	0.03868012694
62	0.03799165813
63	0.03754116258
64	0.03752547013
65	0.03714701642
66	0.03712478857
67	0.0368304314
68	0.03640654493
69	0.03604085251
70	0.03553623635
71	0.03503366349
72	0.03469200462
73	0.03445347539
74	0.03409457991
75	0.0339601076
76	0.03374309847
77	0.03372859593
78	0.03370636168
79	0.0335056086
80	0.03316344062
81	0.03302279187
82	0.03262810516
83	0.0323972292
84	0.03228091532
85	0.03226779302
86	0.03213263418
87	0.03211309988
88	0.03208840095
89	0.03185420432
90	0.03147953269
91	0.03143765664
92	0.03131149228
93	0.03107502846
94	0.03106061508
95	0.03083081368
96	0.03060381928
97	0.03052631796
98	0.03050826868
99	0.03039363792
100	0.03013634491
101	0.03006932998
102	0.03005157336
103	0.03002197569
104	0.03000798976
105	0.02986895168
106	0.02981180899
107	0.0295254427
108	0.0295089723
109	0.02928159083
110	0.02926892477
111	0.02925416042
112	0.0291654421
113	0.02914110676
114	0.02911679912
115	0.02910184164
116	0.02906465885
117	0.02900258448
118	0.02879118237
119	0.02877303411
120	0.02875620067
121	0.02864131177
122	0.02851401535
123	0.02832506409
124	0.0282141107
125	0.02820050938
126	0.02798294796
127	0.02796931533
128	0.02788972343
129	0.0278277758
130	0.02780023276
131	0.02778819232
132	0.0276261138
133	0.02760422554
134	0.02759510526
135	0.02758158839
136	0.02748240463
137	0.0274626034
138	0.02744684697
139	0.02736091027
140	0.0273490873
141	0.02733191659
142	0.02732554464
143	0.02731367065
144	0.02729242854
145	0.02725231371
146	0.02723470184
147	0.02706052121
148	0.02705467324
149	0.02703837134
150	0.02702517748
151	0.02696557857
152	0.02695339241
153	0.02693436886
154	0.02684857139
155	0.02679187702
156	0.02677372672
157	0.02657685948
158	0.0265619722
159	0.02649436911
160	0.02644271005
161	0.02641455237
162	0.02625521229
163	0.02624540206
164	0.02622347819
165	0.02620822855
166	0.02619325074
167	0.02613650828
168	0.02612066883
169	0.02593548274
170	0.02583901558
171	0.02566572027
172	0.02552010205
173	0.02550465095
174	0.02548796766
175	0.02545062783
176	0.02533607851
177	0.02532312928
178	0.02523396401
179	0.025218681
180	0.02519690857
181	0.02518234894
182	0.02512636001
183	0.02511284252
184	0.02510496639
185	0.02508728248
186	0.02507132843
187	0.02503537593
188	0.02502089038
189	0.02491865281
190	0.02491158887
191	0.02489602235
192	0.02488386225
193	0.02487124926
194	0.02484682149
195	0.02483042675
196	0.02482239501
197	0.02480879969
198	0.02479138129
199	0.02477752825
200	0.02476684075
201	0.02475417694
202	0.0247413816
203	0.02472671658
204	0.02471126384
205	0.02466692249
206	0.02457293898
207	0.02447220648
208	0.02445430421
209	0.02444500023
210	0.02443334753
211	0.02442051747
212	0.02432554426
213	0.02419338417
214	0.02418503905
215	0.02417421136
216	0.0240982847
217	0.02408666952
218	0.02407455622
219	0.02403882972
220	0.0240201403
221	0.02400404701
222	0.0238910291
223	0.02387727852
224	0.02386511501
225	0.02376333197
226	0.02372126948
227	0.0237051311
228	0.02359899363
229	0.02358338904
230	0.02351261249
231	0.02344946029
232	0.02343882136
233	0.02342105485
234	0.02340907471
235	0.02329573051
236	0.02328385399
237	0.02324135791
238	0.02316364321
239	0.02315297181
240	0.02313929552
241	0.02312807532
242	0.02305987164
243	0.02295154468
244	0.02281066536
245	0.02278033688
246	0.02276807739
247	0.02275586619
248	0.02274904422
249	0.02273167084
250	0.02271978251
251	0.02268049147
252	0.0226676694
253	0.02265644244
254	0.0225626762
255	0.02255482073
256	0.02253187729
257	0.0225242522
258	0.02252022725
259	0.02249429987
260	0.02244825329
261	0.02243225196
262	0.02238752293
263	0.02238325745
264	0.02237326195
265	0.02236600973
266	0.02234477574
267	0.02221814287
268	0.02216534137
269	0.02215628174
270	0.02214727743
271	0.02213914807
272	0.02209190961
273	0.02197864032
274	0.0219663373
275	0.02189052593
276	0.02183613784
277	0.02182987115
278	0.02181248685
279	0.02180186873
280	0.02179358439
281	0.02178332188
282	0.02169442095
283	0.02167901045
284	0.02166227073
285	0.0215772946
286	0.02145570167
287	0.02134853685
288	0.0213301512
289	0.02131837639
290	0.02131143878
291	0.02130130766
292	0.02129025323
293	0.02125314118
294	0.02123206327
295	0.02122305275
296	0.02120943015
297	0.02110583895
298	0.02108969313
299	0.02100887312
300	0.02099648006
301	0.02093263887
302	0.02090455759
303	0.02089681284
304	0.02085804994
305	0.02082660195
306	0.02079615075
307	0.02078865226
308	0.02078034417
309	0.02067262952
310	0.02062927595
311	0.02062339912
312	0.02057236554
313	0.02055909153
314	0.02050027431
315	0.02048989154
316	0.02048216937
317	0.02045940896
318	0.02045147791
319	0.02042124677
320	0.02040921663
321	0.02039199251
322	0.02038522306
